model,rank,alpha,lambda,lambda2,iter,mode,confidence,batch_size,step,source,AUC,NLL
FeatureE-AE,200,0,1e-05,0,100,alter,0,128,1,,"[0.70607, 0.0]","[-0.58396, 0.0]"
FeatureE-AE,200,0,1e-05,0,100,alter,0,128,3,,"[0.7095, 0.0]","[-0.58293, 0.0]"
FeatureE-AE,200,0,1e-05,0,100,alter,0,128,5,,"[0.70966, 0.0]","[-0.58134, 0.0]"
